id,time,action,Ingress/DC,SFC,n_VNFs,demand,TTL,remain,util,power,P_per_sfc,active_server,failDetail
1,24,create,7,1,6,142,102,102,0.0,0,0.0,0,-
2,24,remap,-,-,-,-,-,-,-,-,-,-,-
3,24,remap_successfully,-,-,-,-,-,-,0.0,0,0.0,0,-
4,24,deploy,2,1,6,142,102,102,0.6,611.6,611.6,2,-
5,37,create,7,2,4,93,5,5,0.6,611.6,611.6,2,-
6,37,remap,-,-,-,-,-,-,-,-,-,-,-
7,37,interrupt,-,1,6,142,102,89,0.0,-,-,-,-
8,37,redeploy,2,1,6,142,102,89,0.6,611.6,611.6,2,-
9,37,remap_successfully,-,-,-,-,-,-,0.6,611.6,611.6,2,-
10,37,deploy,2,2,4,93,5,5,0.9,920.2,460.1,3,-
11,38,create,10,3,4,80,70,70,0.9,920.2,460.1,3,-
12,38,remap,-,-,-,-,-,-,-,-,-,-,-
13,38,interrupt,-,1,6,142,102,88,0.4,-,-,-,-
14,38,interrupt,-,2,4,93,5,4,0.0,-,-,-,-
15,38,redeploy,2,1,6,142,102,88,0.6,611.6,611.6,2,-
16,38,redeploy,2,2,4,93,5,4,0.9,920.2,460.1,3,-
17,38,remap_successfully,-,-,-,-,-,-,0.9,920.2,460.1,3,-
18,38,deploy,2,3,4,80,70,70,1.3,1214.4,404.8,4,-
19,40,create,10,4,9,212,122,122,1.3,1214.4,404.8,4,-
20,40,remap,-,-,-,-,-,-,-,-,-,-,-
21,40,interrupt,-,1,6,142,102,86,0.7,-,-,-,-
22,40,interrupt,-,2,4,93,5,2,0.3,-,-,-,-
23,40,interrupt,-,3,4,80,70,68,0.0,-,-,-,-
24,40,redeploy,2,1,6,142,102,86,0.6,611.6,611.6,2,-
25,40,redeploy,2,2,4,93,5,2,0.9,920.2,460.1,3,-
26,40,redeploy,2,3,4,80,70,68,1.3,1214.4,404.8,4,-
27,40,remap_successfully,-,-,-,-,-,-,1.3,1214.4,404.8,4,-
28,40,deploy,2,4,9,212,122,122,2.1,1947.1,486.8,6,-
29,42,remove,2,2,4,93,5,0,1.7,1843.5,614.5,6,-
30,55,create,10,5,10,227,318,318,1.7,1843.5,614.5,6,-
31,55,remap,-,-,-,-,-,-,-,-,-,-,-
32,55,interrupt,-,1,6,142,102,71,1.2,-,-,-,-
33,55,interrupt,-,3,4,80,70,53,0.8,-,-,-,-
34,55,interrupt,-,4,9,212,122,107,0.0,-,-,-,-
35,55,redeploy,2,4,9,212,122,107,0.8,894.6,894.6,3,-
36,55,redeploy,2,1,6,142,102,71,1.4,1463.0,731.5,5,-
37,55,redeploy,2,3,4,80,70,53,1.7,1552.0,517.3,5,-
38,55,remap_successfully,-,-,-,-,-,-,1.7,1552.0,517.3,5,-
39,55,deploy,2,5,10,227,318,318,2.6,2506.8,626.7,8,-
