id,time,action,Ingress/DC,SFC,n_VNFs,demand,TTL,remain,util,power,P_per_sfc,active_server,failDetail
1,10,create,9,1,9,209,107,107,0.0,0,0.0,0,-
2,10,deploy,2,1,9,209,107,107,0.8,891.3,891.3,3,-
3,11,create,9,2,7,179,44,44,0.8,891.3,891.3,3,-
4,11,deploy,2,2,14,179,44,44,1.6,1749.1,874.5,6,-
5,19,create,9,3,9,212,3,3,1.6,1749.1,874.5,6,-
6,19,deploy,2,3,9,212,3,3,2.4,2438.7,812.9,8,-
7,21,create,10,4,6,128,73,73,2.4,2438.7,812.9,8,-
8,21,deploy,2,4,6,128,73,73,2.9,3034.5,758.6,10,-
9,22,remove,2,3,9,212,3,0,2.1,2345.0,781.7,8,-
10,24,create,5,5,4,90,148,148,2.1,2345.0,781.7,8,-
11,24,deploy,2,5,4,90,148,148,2.4,2693.6,673.4,9,-
12,28,create,10,6,7,144,43,43,2.4,2693.6,673.4,9,-
13,28,deploy,2,6,7,144,43,43,3.0,3307.4,661.5,11,-
14,30,create,9,7,7,132,20,20,3.0,3307.4,661.5,11,-
15,30,deploy,2,7,7,132,20,20,3.5,3659.5,609.9,12,-
16,33,create,9,8,6,127,206,206,3.5,3659.5,609.9,12,-
17,33,deploy,2,8,6,127,206,206,4.0,4211.1,601.6,14,-
18,37,create,7,9,9,203,27,27,4.0,4211.1,601.6,14,-
19,37,deploy,2,9,18,203,27,27,4.8,4847.4,605.9,16,-
20,50,remove,2,7,7,132,20,0,4.3,4452.1,636.0,15,-
21,55,remove,2,2,14,179,44,0,3.6,4209.6,701.6,15,-
22,58,create,9,10,8,191,9,9,3.6,4209.6,701.6,15,-
23,58,deploy,2,10,8,191,9,9,4.4,4670.6,667.2,16,-
24,64,remove,2,9,18,203,27,0,3.6,3947.7,657.9,14,-
25,65,create,5,11,8,204,95,95,3.6,3947.7,657.9,14,-
26,65,deploy,2,11,16,204,95,95,4.4,4628.4,661.2,16,-
27,67,remove,2,10,8,191,9,0,3.6,3800.5,633.4,13,-
28,71,remove,2,6,7,144,43,0,3.0,3391.7,678.3,12,-
29,75,create,5,12,6,135,143,143,3.0,3391.7,678.3,12,-
30,75,deploy,2,12,6,135,143,143,3.6,3995.4,665.9,14,-
31,77,create,10,13,7,155,45,45,3.6,3995.4,665.9,14,-
32,77,deploy,2,13,7,155,45,45,4.2,4416.4,630.9,15,-
33,94,remove,2,4,6,128,73,0,3.7,4230.5,705.1,15,-
34,96,create,5,14,5,125,205,205,3.7,4230.5,705.1,15,-
35,96,deploy,2,14,5,125,205,205,4.2,4574.8,653.5,16,-
36,101,create,5,15,4,78,247,247,4.2,4574.8,653.5,16,-
37,101,deploy,2,15,8,78,247,247,4.5,4705.0,588.1,16,-
38,102,create,5,16,6,135,12,12,4.5,4705.0,588.1,16,-
39,102,deploy,2,16,6,135,12,12,5.0,5060.4,562.3,17,-
40,105,create,10,17,10,224,20,20,5.0,5060.4,562.3,17,-
41,105,drop,-,17,10,224,20,20,5.0,5060.4,562.3,17,-
42,114,remove,2,16,6,135,12,0,4.5,4661.6,582.7,16,-
43,117,remove,2,1,9,209,107,0,3.7,3770.3,538.6,13,-
44,122,remove,2,13,7,155,45,0,3.0,3349.3,558.2,12,-
45,125,create,9,18,8,182,9,9,3.0,3349.3,558.2,12,-
46,125,deploy,2,18,8,182,9,9,3.8,4005.4,572.2,14,-
47,127,create,9,19,5,115,115,115,3.8,4005.4,572.2,14,-
48,127,deploy,2,19,5,115,115,115,4.2,4381.9,547.7,15,-
49,129,create,5,20,9,194,115,115,4.2,4381.9,547.7,15,-
50,129,drop,-,20,9,194,115,115,4.2,4381.9,547.7,15,-
51,131,create,5,21,7,157,1,1,4.2,4381.9,547.7,15,-
52,131,drop,-,21,7,157,1,1,4.2,4381.9,547.7,15,-
53,132,create,7,22,9,173,141,141,4.2,4381.9,547.7,15,-
54,132,drop,-,22,9,173,141,141,4.2,4381.9,547.7,15,-
55,133,create,7,23,7,134,13,13,4.2,4381.9,547.7,15,-
56,133,drop,-,23,7,134,13,13,4.2,4381.9,547.7,15,-
