id,time,action,Ingress/DC,SFC,n_VNFs,demand,TTL,remain,util,power,P_per_sfc,active_server,failDetail
1,1,create,7,1,4,107,37,37,0.0,0,0.0,0,-
2,1,remap,-,-,-,-,-,-,-,-,-,-,-
3,1,remap_successfully,-,-,-,-,-,-,0.0,0,0.0,0,-
4,1,deploy,6,1,4,107,37,37,0.4,570.9,570.9,2,-
5,17,create,5,2,9,203,41,41,0.4,570.9,570.9,2,-
6,17,create,10,3,6,135,127,127,0.4,570.9,570.9,2,-
7,17,remap,-,-,-,-,-,-,-,-,-,-,-
8,17,interrupt,-,1,4,107,37,21,0.0,-,-,-,-
9,17,redeploy,6,1,4,107,37,21,0.4,570.9,570.9,2,-
10,17,remap_successfully,-,-,-,-,-,-,0.4,570.9,570.9,2,-
11,17,deploy,4,2,9,203,41,41,1.2,1453.8,726.9,5,-
12,17,remap,-,-,-,-,-,-,-,-,-,-,-
13,17,interrupt,-,1,4,107,37,21,0.8,-,-,-,-
14,17,interrupt,-,2,9,203,41,41,0.0,-,-,-,-
15,17,redeploy,4,2,9,203,41,41,0.8,882.9,882.9,5,-
16,17,redeploy,6,1,4,107,37,21,1.2,1453.8,726.9,5,-
17,17,remap_successfully,-,-,-,-,-,-,1.2,1453.8,726.9,5,-
18,17,deploy,11,3,6,135,127,127,1.8,2056.7,685.6,7,-
19,21,create,5,4,5,123,85,85,1.8,2056.7,685.6,7,-
20,21,remap,-,-,-,-,-,-,-,-,-,-,-
21,21,interrupt,-,2,9,203,41,37,1.0,-,-,-,-
22,21,interrupt,-,1,4,107,37,17,0.5,-,-,-,-
23,21,interrupt,-,3,6,135,127,123,0.0,-,-,-,-
24,21,redeploy,4,2,9,203,41,37,0.8,882.9,882.9,7,-
25,21,redeploy,11,3,6,135,127,123,1.3,1485.8,742.9,7,-
26,21,redeploy,6,1,4,107,37,17,1.8,2056.7,685.6,7,-
27,21,remap_successfully,-,-,-,-,-,-,1.8,2056.7,685.6,7,-
28,21,deploy,4,4,10,123,85,85,2.3,2849.5,712.4,10,-
29,24,create,9,5,4,84,76,76,2.3,2849.5,712.4,10,-
30,24,remap,-,-,-,-,-,-,-,-,-,-,-
31,24,interrupt,-,2,9,203,41,34,1.4,-,-,-,-
32,24,interrupt,-,3,6,135,127,120,0.9,-,-,-,-
33,24,interrupt,-,1,4,107,37,14,0.5,-,-,-,-
34,24,interrupt,-,4,10,123,85,82,0.0,-,-,-,-
35,24,redeploy,4,4,10,123,85,82,0.5,587.6,587.6,6,-
36,24,redeploy,4,2,9,203,41,34,1.3,1470.6,735.3,9,-
37,24,redeploy,11,3,6,135,127,120,1.8,2073.5,691.2,9,-
38,24,redeploy,6,1,4,107,37,14,2.3,2644.4,661.1,9,-
39,24,remap_successfully,-,-,-,-,-,-,2.3,2644.4,661.1,9,-
40,24,deploy,4,5,8,84,76,76,2.6,2943.0,588.6,10,-
41,28,create,5,6,10,196,111,111,2.6,2943.0,588.6,10,-
42,28,remap,-,-,-,-,-,-,-,-,-,-,-
43,28,interrupt,-,4,10,123,85,78,2.1,-,-,-,-
44,28,interrupt,-,2,9,203,41,30,1.3,-,-,-,-
45,28,interrupt,-,3,6,135,127,116,0.8,-,-,-,-
46,28,interrupt,-,1,4,107,37,10,0.3,-,-,-,-
47,28,interrupt,-,5,8,84,76,72,0.0,-,-,-,-
48,28,redeploy,4,4,10,123,85,78,0.5,587.6,587.6,6,-
49,28,redeploy,4,2,9,203,41,30,1.3,1470.6,735.3,9,-
50,28,redeploy,4,5,8,84,76,72,1.6,1769.2,589.7,10,-
51,28,redeploy,11,3,6,135,127,116,2.2,2372.1,593.0,10,-
52,28,redeploy,6,1,4,107,37,10,2.6,2943.0,588.6,10,-
53,28,remap_successfully,-,-,-,-,-,-,2.6,2943.0,588.6,10,-
54,28,deploy,4,6,10,196,111,111,3.4,3984.7000000000003,664.1,13,-
55,30,create,7,7,7,153,97,97,3.4,3984.7000000000003,664.1,13,-
56,30,remap,-,-,-,-,-,-,-,-,-,-,-
57,30,interrupt,-,4,10,123,85,76,2.9,-,-,-,-
58,30,interrupt,-,2,9,203,41,28,2.1,-,-,-,-
59,30,interrupt,-,5,8,84,76,70,1.7,-,-,-,-
60,30,interrupt,-,3,6,135,127,114,1.2,-,-,-,-
61,30,interrupt,-,1,4,107,37,8,0.8,-,-,-,-
62,30,interrupt,-,6,10,196,111,109,0.0,-,-,-,-
63,30,redeploy,4,4,10,123,85,76,0.5,587.6,587.6,6,-
64,30,redeploy,4,6,10,196,111,109,1.3,1462.8,731.4,9,-
65,30,redeploy,4,2,9,203,41,28,2.1,2345.7,781.9,12,-
66,30,redeploy,4,5,8,84,76,70,2.4,2644.3,661.1,13,-
67,30,interrupt,-,4,10,123,85,76,1.9,-,-,-,-
68,30,interrupt,-,6,10,196,111,109,1.1,-,-,-,-
69,30,interrupt,-,2,9,203,41,28,0.3,-,-,-,-
70,30,interrupt,-,5,8,84,76,70,0.0,-,-,-,-
71,30,redeploy,4,4,10,123,85,76,0.5,587.6,587.6,6,-
72,30,redeploy,4,6,10,196,111,109,1.3,1629.3,814.6,9,-
73,30,redeploy,4,2,9,203,41,28,2.1,2512.3,837.4,12,-
74,30,redeploy,4,5,8,84,76,70,2.4,2810.9,702.7,13,-
75,30,redeploy,11,3,6,135,127,114,2.9,3413.8,682.8,13,-
76,30,redeploy,6,1,4,107,37,8,3.4,3984.7000000000003,664.1,13,-
77,30,remap_failed,-,-,-,-,-,-,3.4,3984.7000000000003,664.1,13,-
78,30,deploy,6,7,7,153,97,97,4.0,4606.7,658.1,15,-
79,34,create,9,8,7,167,84,84,4.0,4606.7,658.1,15,-
80,34,remap,-,-,-,-,-,-,-,-,-,-,-
81,34,interrupt,-,4,10,123,85,72,3.5,-,-,-,-
82,34,interrupt,-,6,10,196,111,105,2.7,-,-,-,-
83,34,interrupt,-,2,9,203,41,24,1.9,-,-,-,-
84,34,interrupt,-,5,8,84,76,66,1.6,-,-,-,-
85,34,interrupt,-,3,6,135,127,110,1.0,-,-,-,-
86,34,interrupt,-,1,4,107,37,4,0.6,-,-,-,-
87,34,interrupt,-,7,7,153,97,93,0.0,-,-,-,-
88,34,redeploy,4,4,10,123,85,72,0.5,587.6,587.6,8,-
89,34,redeploy,4,6,10,196,111,105,1.3,1629.3,814.6,11,-
