id,time,action,Ingress/DC,SFC,n_VNFs,demand,TTL,remain,util,power,P_per_sfc,active_server,failDetail
1,10,create,9,1,9,209,107,107,0.0,0,0.0,0,-
2,10,deploy,2,1,9,209,107,107,0.8,891.3,891.3,3,-
3,11,create,9,2,7,179,44,44,0.8,891.3,891.3,3,-
4,11,deploy,2,2,7,179,44,44,1.6,1500.8,750.4,5,-
5,19,create,9,3,9,212,3,3,1.6,1500.8,750.4,5,-
6,19,deploy,2,3,9,212,3,3,2.4,2233.8,744.6,7,-
7,21,create,10,4,6,128,73,73,2.4,2233.8,744.6,7,-
8,21,deploy,2,4,6,128,73,73,2.9,2581.3,645.3,8,-
9,22,remove,2,3,9,212,3,0,2.1,2258.6,752.9,8,-
10,24,create,5,5,4,90,148,148,2.1,2258.6,752.9,8,-
11,24,deploy,2,5,4,90,148,148,2.4,2445.5,611.4,8,-
12,28,create,10,6,7,144,43,43,2.4,2445.5,611.4,8,-
13,28,deploy,2,6,7,144,43,43,3.0,2605.9,521.2,8,-
14,30,create,9,7,7,132,20,20,3.0,2605.9,521.2,8,-
15,30,deploy,2,7,7,132,20,20,3.5,3163.1,527.2,10,-
16,33,create,9,8,6,127,206,206,3.5,3163.1,527.2,10,-
17,33,deploy,2,8,6,127,206,206,4.0,3552.9,507.6,11,-
18,37,create,7,9,9,203,27,27,4.0,3552.9,507.6,11,-
19,37,deploy,2,9,9,203,27,27,4.8,4189.2,523.6,13,-
20,50,remove,2,7,7,132,20,0,4.3,3837.1,548.2,12,-
21,55,remove,2,2,7,179,44,0,3.6,3637.9,606.3,12,-
22,58,create,9,10,8,191,9,9,3.6,3637.9,606.3,12,-
23,58,deploy,2,10,8,191,9,9,4.4,4055.6,579.4,13,-
24,64,remove,2,9,9,203,27,0,3.6,3332.7,555.4,11,-
25,65,create,5,11,8,204,95,95,3.6,3332.7,555.4,11,-
26,65,deploy,2,11,8,204,95,95,4.4,3851.6,550.2,12,-
27,67,remove,2,10,8,191,9,0,3.6,3390.5,565.1,11,-
28,71,remove,2,6,7,144,43,0,3.0,3230.1,646.0,11,-
29,75,create,5,12,6,135,143,143,3.0,3230.1,646.0,11,-
30,75,deploy,2,12,6,135,143,143,3.6,3423.8,570.6,11,-
31,77,create,10,13,7,155,45,45,3.6,3423.8,570.6,11,-
32,77,deploy,2,13,7,155,45,45,4.2,3801.5,543.1,12,-
33,94,remove,2,4,6,128,73,0,3.7,3659.0,609.8,12,-
34,96,create,5,14,5,125,205,205,3.7,3659.0,609.8,12,-
35,96,deploy,2,14,5,125,205,205,4.2,3798.2,542.6,12,-
36,101,create,5,15,4,78,247,247,4.2,3798.2,542.6,12,-
37,101,deploy,2,15,4,78,247,247,4.5,3885.0,485.6,12,-
38,102,create,5,16,6,135,12,12,4.5,3885.0,485.6,12,-
39,102,deploy,2,16,6,135,12,12,5.0,4445.6,494.0,14,-
40,105,create,10,17,10,224,20,20,5.0,4445.6,494.0,14,-
41,105,drop,-,17,10,224,20,20,5.0,4445.6,494.0,14,-
42,114,remove,2,16,6,135,12,0,4.5,3841.6,480.2,12,-
43,117,remove,2,1,9,209,107,0,3.7,3198.7,457.0,10,-
44,122,remove,2,13,7,155,45,0,3.0,3026.1,504.3,10,-
45,125,create,9,18,8,182,9,9,3.0,3026.1,504.3,10,-
46,125,deploy,2,18,8,182,9,9,3.8,3433.8,490.5,11,-
47,127,create,9,19,5,115,115,115,3.8,3433.8,490.5,11,-
48,127,deploy,2,19,5,115,115,115,4.2,3767.0,470.9,12,-
49,129,create,5,20,9,194,115,115,4.2,3767.0,470.9,12,-
50,129,drop,-,20,9,194,115,115,4.2,3767.0,470.9,12,-
51,131,create,5,21,7,157,1,1,4.2,3767.0,470.9,12,-
52,131,drop,-,21,7,157,1,1,4.2,3767.0,470.9,12,-
53,132,create,7,22,9,173,141,141,4.2,3767.0,470.9,12,-
54,132,drop,-,22,9,173,141,141,4.2,3767.0,470.9,12,-
55,133,create,7,23,7,134,13,13,4.2,3767.0,470.9,12,-
56,133,drop,-,23,7,134,13,13,4.2,3767.0,470.9,12,-
