id,time,action,Ingress/DC,SFC,n_VNFs,demand,TTL,remain,util,power,P_per_sfc,active_server,failDetail
1,10,create,9,1,9,209,107,107,0.0,0,0.0,0,-
2,10,remap,-,-,-,-,-,-,-,-,-,-,-
3,10,remap_successfully,-,-,-,-,-,-,0.0,0,0.0,0,-
4,10,deploy,2,1,9,209,107,107,0.8,891.3,891.3,3,-
5,11,create,9,2,7,179,44,44,0.8,891.3,891.3,3,-
6,11,remap,-,-,-,-,-,-,-,-,-,-,-
7,11,interrupt,-,1,9,209,107,106,0.0,-,-,-,-
8,11,redeploy,2,1,9,209,107,106,0.8,891.3,891.3,3,-
9,11,remap_successfully,-,-,-,-,-,-,0.8,891.3,891.3,3,-
10,11,deploy,2,2,7,179,44,44,1.6,1500.8,750.4,5,-
11,19,create,9,3,9,212,3,3,1.6,1500.8,750.4,5,-
12,19,remap,-,-,-,-,-,-,-,-,-,-,-
13,19,interrupt,-,1,9,209,107,98,0.7,-,-,-,-
14,19,interrupt,-,2,7,179,44,36,0.0,-,-,-,-
15,19,redeploy,2,1,9,209,107,98,0.8,891.3,891.3,3,-
16,19,redeploy,2,2,7,179,44,36,1.6,1500.8,750.4,5,-
17,19,remap_successfully,-,-,-,-,-,-,1.6,1500.8,750.4,5,-
18,19,deploy,2,3,9,212,3,3,2.4,2233.8,744.6,7,-
19,21,create,10,4,6,128,73,73,2.4,2233.8,744.6,7,-
20,21,remap,-,-,-,-,-,-,-,-,-,-,-
21,21,interrupt,-,1,9,209,107,96,1.6,-,-,-,-
22,21,interrupt,-,2,7,179,44,34,0.8,-,-,-,-
23,21,interrupt,-,3,9,212,3,1,0.0,-,-,-,-
24,21,redeploy,2,1,9,209,107,96,0.8,891.3,891.3,3,-
25,21,redeploy,2,3,9,212,3,1,1.7,1537.6,768.8,5,-
26,21,redeploy,2,2,7,179,44,34,2.4,2233.8,744.6,7,-
27,21,remap_successfully,-,-,-,-,-,-,2.4,2233.8,744.6,7,-
28,21,deploy,2,4,6,128,73,73,2.9,2786.5,696.6,9,-
29,22,remove,2,3,9,212,3,0,2.1,2345.4,781.8,8,-
30,24,create,5,5,4,90,148,148,2.1,2345.4,781.8,8,-
31,24,remap,-,-,-,-,-,-,-,-,-,-,-
32,24,interrupt,-,1,9,209,107,93,1.2,-,-,-,-
33,24,interrupt,-,2,7,179,44,31,0.5,-,-,-,-
34,24,interrupt,-,4,6,128,73,70,0.0,-,-,-,-
35,24,redeploy,2,1,9,209,107,93,0.8,891.3,891.3,3,-
36,24,redeploy,2,2,7,179,44,31,1.6,1500.8,750.4,5,-
37,24,redeploy,2,4,6,128,73,70,2.1,1934.8,644.9,6,-
38,24,remap_successfully,-,-,-,-,-,-,2.1,1934.8,644.9,6,-
39,24,deploy,2,5,4,90,148,148,2.4,2240.2,560.0,7,-
40,28,create,10,6,7,144,43,43,2.4,2240.2,560.0,7,-
41,28,remap,-,-,-,-,-,-,-,-,-,-,-
42,28,interrupt,-,1,9,209,107,89,1.6,-,-,-,-
43,28,interrupt,-,2,7,179,44,27,0.9,-,-,-,-
44,28,interrupt,-,4,6,128,73,66,0.4,-,-,-,-
45,28,interrupt,-,5,4,90,148,144,0.0,-,-,-,-
46,28,redeploy,2,1,9,209,107,89,0.8,891.3,891.3,3,-
47,28,redeploy,2,2,7,179,44,27,1.6,1500.8,750.4,5,-
48,28,redeploy,2,4,6,128,73,66,2.1,1934.8,644.9,6,-
49,28,redeploy,2,5,4,90,148,144,2.4,2240.2,560.0,7,-
50,28,remap_successfully,-,-,-,-,-,-,2.4,2240.2,560.0,7,-
51,28,deploy,2,6,7,144,43,43,3.0,2810.7,562.1,9,-
52,30,create,9,7,7,132,20,20,3.0,2810.7,562.1,9,-
53,30,remap,-,-,-,-,-,-,-,-,-,-,-
54,30,interrupt,-,1,9,209,107,87,2.2,-,-,-,-
55,30,interrupt,-,2,7,179,44,25,1.4,-,-,-,-
56,30,interrupt,-,4,6,128,73,64,0.9,-,-,-,-
57,30,interrupt,-,5,4,90,148,142,0.6,-,-,-,-
58,30,interrupt,-,6,7,144,43,41,0.0,-,-,-,-
59,30,redeploy,2,1,9,209,107,87,0.8,891.3,891.3,3,-
60,30,redeploy,2,2,7,179,44,25,1.6,1500.8,750.4,5,-
61,30,redeploy,2,6,7,144,43,41,2.1,1952.9,651.0,6,-
62,30,redeploy,2,4,6,128,73,64,2.6,2505.7,626.4,8,-
