id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,migration,acceptance,power,P_per_sfc,active_server
73,134,deploy,11,33,15,90,90,7.6,6.4,0,39.4,5926.4,846.6,18
74,134,drop,-,34,12,75,75,6.4,6.4,0,38.2,5926.4,846.6,18
75,135,create,5,35,7,225,225,7.1,6.4,0,38.2,5926.4,846.6,18
76,135,drop,-,35,7,225,225,6.4,6.4,0,37.1,5926.4,846.6,18
77,141,remove,6,27,5,27,0,6.0,6.0,0,37.1,5377.1,896.2,16
78,141,create,9,36,11,135,135,7.0,6.0,0,37.1,5377.1,896.2,16
79,141,create,9,37,12,50,50,8.2,6.0,0,37.1,5377.1,896.2,16
80,141,drop,-,36,11,135,135,7.1,6.0,0,36.1,5377.1,896.2,16
81,141,drop,-,37,12,50,50,6.0,6.0,0,35.1,5377.1,896.2,16
82,143,create,5,38,14,113,113,7.3,6.0,0,35.1,5377.1,896.2,16
83,143,create,9,39,7,45,45,8.0,6.0,0,35.1,5377.1,896.2,16
84,143,drop,-,38,14,113,113,6.6,6.0,0,34.2,5377.1,896.2,16
85,143,drop,-,39,7,45,45,6.0,6.0,0,33.3,5377.1,896.2,16
86,154,create,10,40,14,407,407,7.3,6.0,0,33.3,5377.1,896.2,16
87,154,create,5,41,19,4,4,9.2,6.0,0,33.3,5377.1,896.2,16
88,154,deploy,1,40,14,407,407,9.2,7.3,0,35.0,6838.9,977.0,20
89,154,drop,-,41,19,4,4,7.3,7.3,0,34.1,6838.9,977.0,20
90,155,create,9,42,7,69,69,8.0,7.3,0,34.1,6838.9,977.0,20
91,155,create,9,43,19,32,32,9.9,7.3,0,34.1,6838.9,977.0,20
92,155,drop,-,42,7,69,69,9.2,7.3,0,33.3,6838.9,977.0,20
93,155,drop,-,43,19,32,32,7.3,7.3,0,32.6,6838.9,977.0,20
94,163,create,5,44,6,20,20,7.9,7.3,0,32.6,6838.9,977.0,20
95,163,drop,-,44,6,20,20,7.3,7.3,0,31.8,6838.9,977.0,20
96,164,create,9,45,16,318,318,8.9,7.3,0,31.8,6838.9,977.0,20
97,164,drop,-,45,16,318,318,7.3,7.3,0,31.1,6838.9,977.0,20
98,165,create,10,46,15,172,172,8.8,7.3,0,31.1,6838.9,977.0,20
99,165,drop,-,46,15,172,172,7.3,7.3,0,30.4,6838.9,977.0,20
