id,time,action,Ingress/DC,SFC,n_VNFs,demand,TTL,remain,util,power,P_per_sfc,active_server,failDetail
1,10,create,9,1,9,209,107,107,0.0,0,0.0,0,-
2,10,deploy,1,1,9,209,107,107,0.8,970.4,970.4,3,-
3,11,create,9,2,7,179,44,44,0.8,970.4,970.4,3,-
4,11,deploy,1,2,7,179,44,44,1.5,1702.3,851.1,5,-
5,19,create,9,3,9,212,3,3,1.5,1702.3,851.1,5,-
6,19,deploy,1,3,9,212,3,3,2.4,2389.4,796.5,7,-
7,21,create,10,4,6,128,73,73,2.4,2389.4,796.5,7,-
8,21,deploy,1,4,6,128,73,73,2.9,2737.0,684.2,8,-
9,22,remove,1,3,9,212,3,0,2.0,2460.2,820.1,8,-
10,24,create,5,5,4,90,148,148,2.0,2460.2,820.1,8,-
11,24,deploy,1,5,4,90,148,148,2.4,2601.2,650.3,8,-
12,28,create,10,6,7,144,43,43,2.4,2601.2,650.3,8,-
13,28,deploy,1,6,7,144,43,43,3.0,3047.9,609.6,9,-
14,30,create,9,7,7,132,20,20,3.0,3047.9,609.6,9,-
15,30,deploy,1,7,7,132,20,20,3.5,3400.0,566.7,10,-
16,33,create,9,8,6,127,206,206,3.5,3400.0,566.7,10,-
17,33,deploy,1,8,6,127,206,206,4.0,3787.6,541.1,11,-
18,37,create,7,9,9,203,27,27,4.0,3787.6,541.1,11,-
19,37,deploy,1,9,9,203,27,27,4.8,4505.5,563.2,13,-
20,50,remove,1,7,7,132,20,0,4.3,4358.5,622.6,13,-
21,55,remove,1,2,7,179,44,0,3.6,4159.3,693.2,13,-
22,58,create,9,10,8,191,9,9,3.6,4159.3,693.2,13,-
23,58,deploy,1,10,8,191,9,9,4.3,4372.0,624.6,13,-
24,64,remove,1,9,9,203,27,0,3.5,3572.4,595.4,11,-
25,65,create,5,11,8,204,95,95,3.5,3572.4,595.4,11,-
26,65,deploy,1,11,8,204,95,95,4.3,4086.3,583.8,12,-
27,67,remove,1,10,8,191,9,0,3.6,3832.9,638.8,12,-
28,71,remove,1,6,7,144,43,0,3.0,3672.6,734.5,12,-
29,75,create,5,12,6,135,143,143,3.0,3672.6,734.5,12,-
30,75,deploy,1,12,6,135,143,143,3.5,3863.7,643.9,12,-
31,77,create,10,13,7,155,45,45,3.5,3863.7,643.9,12,-
32,77,deploy,1,13,7,155,45,45,4.2,4036.2,576.6,12,-
33,94,remove,1,4,6,128,73,0,3.7,3893.8,649.0,12,-
34,96,create,5,14,5,125,205,205,3.7,3893.8,649.0,12,-
35,96,deploy,1,14,5,125,205,205,4.1,4032.9,576.1,12,-
36,101,create,5,15,4,78,247,247,4.1,4032.9,576.1,12,-
37,101,deploy,1,15,4,78,247,247,4.5,4119.7,515.0,12,-
38,102,create,5,16,6,135,12,12,4.5,4119.7,515.0,12,-
39,102,deploy,1,16,6,135,12,12,5.0,4721.0,524.6,14,-
40,105,create,10,17,10,224,20,20,5.0,4721.0,524.6,14,-
41,105,deploy,4,17,10,224,20,20,5.9,5627.3,562.7,17,-
42,114,remove,1,16,6,135,12,0,5.3,5026.0,558.4,15,-
43,117,remove,1,1,9,209,107,0,4.5,4342.3,542.8,13,-
44,122,remove,1,13,7,155,45,0,3.9,3923.7,560.5,12,-
45,125,create,9,18,8,182,9,9,3.9,3923.7,560.5,12,-
46,125,remove,4,17,10,224,20,0,3.0,3017.4,502.9,9,-
47,125,deploy,1,18,8,182,9,9,3.7,3711.8,530.3,11,-
48,127,create,9,19,5,115,115,115,3.7,3711.8,530.3,11,-
49,127,deploy,1,19,5,115,115,115,4.2,4045.1,505.6,12,-
50,129,create,5,20,9,194,115,115,4.2,4045.1,505.6,12,-
51,129,deploy,4,20,9,194,115,115,5.0,4918.0,546.4,15,-
52,131,create,5,21,7,157,1,1,5.0,4918.0,546.4,15,-
53,131,deploy,4,21,7,157,1,1,5.6,5381.2,538.1,16,-
54,132,create,7,22,9,173,141,141,5.6,5381.2,538.1,16,-
55,132,remove,4,21,7,157,1,0,5.0,4918.0,546.4,15,-
56,132,deploy,4,22,9,173,141,141,5.6,5604.2,560.4,17,-
57,133,create,7,23,7,134,13,13,5.6,5604.2,560.4,17,-
58,133,deploy,4,23,7,134,13,13,6.2,5958.5,541.7,18,-
59,134,remove,1,18,8,182,9,0,5.5,5509.9,551.0,17,-
60,136,create,9,24,7,160,281,281,5.5,5509.9,551.0,17,-
61,136,deploy,4,24,7,160,281,281,6.1,6139.9,558.2,19,-
62,139,create,5,25,10,198,434,434,6.1,6139.9,558.2,19,-
63,139,deploy,4,25,10,198,434,434,6.9,6895.5,574.6,21,-
64,140,create,9,26,8,172,188,188,6.9,6895.5,574.6,21,-
65,140,create,5,27,9,208,64,64,6.9,6895.5,574.6,21,-
66,140,deploy,4,26,8,172,188,188,7.6,7497.3,576.7,23,-
67,140,deploy,1,27,9,208,64,64,8.4,7974.9,569.6,24,-
68,146,create,7,28,5,122,266,266,8.4,7974.9,569.6,24,-
