id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,migration,acceptance,power,P_per_sfc,active_server
65,116,create,5,28,8,139,139,20.4,19.6,0,100.0,16795.3,988.0,52
66,116,deploy,2,28,8,139,139,20.4,20.4,0,100.0,17222.2,956.8,53
67,118,create,7,29,4,90,90,20.8,20.4,0,100.0,17222.2,956.8,53
68,118,deploy,2,29,4,90,90,20.8,20.8,0,100.0,17333.6,912.3,53
69,120,remove,2,24,16,27,0,19.2,19.2,0,100.0,15982.2,887.9,49
70,124,create,5,30,6,48,48,19.8,19.2,0,100.0,15982.2,887.9,49
71,124,deploy,2,30,6,48,48,19.8,19.8,0,100.0,16559.3,871.5,51
72,127,remove,2,1,19,124,0,17.9,17.9,0,100.0,15164.5,842.5,47
73,127,create,5,31,4,23,23,18.3,17.9,0,100.0,15164.5,842.5,47
74,127,deploy,2,31,4,23,23,18.3,18.3,0,100.0,15480.9,814.8,48
75,131,create,9,32,4,28,28,18.7,18.3,0,100.0,15480.9,814.8,48
76,131,deploy,2,32,4,28,28,18.7,18.7,0,100.0,15797.3,789.9,49
77,134,create,10,33,15,90,90,20.2,18.7,0,100.0,15797.3,789.9,49
78,134,create,5,34,12,75,75,21.4,18.7,0,100.0,15797.3,789.9,49
79,134,deploy,2,33,15,90,90,21.4,20.2,0,100.0,16917.1,805.6,52
80,134,deploy,2,34,12,75,75,21.4,21.4,0,100.0,17911.0,814.1,55
81,135,create,5,35,7,225,225,22.1,21.4,0,100.0,17911.0,814.1,55
82,135,deploy,2,35,7,225,225,22.1,22.1,0,100.0,18354.2,798.0,56
83,136,remove,2,25,13,38,0,20.8,20.8,0,100.0,17535.3,797.1,54
84,137,remove,2,18,8,57,0,20.0,20.0,0,100.0,16902.4,804.9,52
85,138,remove,2,23,18,47,0,18.2,18.2,0,100.0,15657.1,782.9,49
86,141,remove,2,27,5,27,0,17.7,17.7,0,100.0,15312.9,805.9,48
87,141,create,9,36,11,135,135,18.8,17.7,0,100.0,15312.9,805.9,48
88,141,create,9,37,12,50,50,20.0,17.7,0,100.0,15312.9,805.9,48
89,141,deploy,2,36,11,135,135,20.0,18.8,0,100.0,16071.7,803.6,50
90,141,deploy,2,37,12,50,50,20.0,20.0,0,100.0,16862.3,803.0,52
91,143,create,5,38,14,113,113,21.4,20.0,0,100.0,16862.3,803.0,52
92,143,create,9,39,7,45,45,22.1,20.0,0,100.0,16862.3,803.0,52
93,143,deploy,2,38,14,113,113,22.1,21.4,0,100.0,17958.4,816.3,55
94,143,deploy,2,39,7,45,45,22.1,22.1,0,100.0,18358.7,798.2,56
95,146,remove,2,17,10,66,0,21.1,21.1,0,100.0,17623.7,801.1,54
96,150,remove,2,31,4,23,0,20.7,20.7,0,100.0,17307.3,824.2,53
97,154,create,10,40,14,407,407,22.1,20.7,0,100.0,17307.3,824.2,53
98,154,create,5,41,19,4,4,24.0,20.7,0,100.0,17307.3,824.2,53
99,154,deploy,2,40,14,407,407,24.0,22.1,0,100.0,18359.6,834.5,56
100,154,deploy,2,41,19,4,4,24.0,24.0,0,100.0,19708.9,856.9,60
