id,time,action,Ingress/DC,SFC,n_VNFs,demand,TTL,remain,util,power,P_per_sfc,active_server,failDetail
1,10,create,9,1,9,209,107,107,0.0,0,0.0,0,-
2,10,deploy,4,1,9,209,107,107,0.8,889.6,889.6,3,-
3,11,create,9,2,7,179,44,44,0.8,889.6,889.6,3,-
4,11,deploy,4,2,7,179,44,44,1.5,1582.4,791.2,5,-
5,19,create,9,3,9,212,3,3,1.5,1582.4,791.2,5,-
6,19,deploy,4,3,9,212,3,3,2.4,2270.4,756.8,7,-
7,21,create,10,4,6,128,73,73,2.4,2270.4,756.8,7,-
8,21,deploy,11,4,6,128,73,73,2.9,2865.4,716.4,9,-
9,22,remove,4,3,9,212,3,0,2.0,2094.1,698.0,7,-
10,24,create,5,5,4,90,148,148,2.0,2094.1,698.0,7,-
11,24,deploy,4,5,4,90,148,148,2.4,2441.1,610.3,8,-
12,28,create,10,6,7,144,43,43,2.4,2441.1,610.3,8,-
13,28,deploy,11,6,7,144,43,43,3.0,3011.7,602.3,10,-
14,30,create,9,7,7,132,20,20,3.0,3011.7,602.3,10,-
15,30,deploy,4,7,7,132,20,20,3.5,3447.1,574.5,11,-
16,33,create,9,8,6,127,206,206,3.5,3447.1,574.5,11,-
17,33,deploy,4,8,6,127,206,206,4.0,3793.6,541.9,12,-
18,37,create,7,9,9,203,27,27,4.0,3793.6,541.9,12,-
19,37,deploy,6,9,9,203,27,27,4.8,4676.5,584.6,15,-
20,50,remove,4,7,7,132,20,0,4.3,4446.2,635.2,15,-
21,55,remove,4,2,7,179,44,0,3.6,4246.8,707.8,15,-
22,58,create,9,10,8,191,9,9,3.6,4246.8,707.8,15,-
23,58,deploy,4,10,8,191,9,9,4.3,4748.0,678.3,16,-
24,64,remove,6,9,9,203,27,0,3.5,3865.1,644.2,13,-
25,65,create,5,11,8,204,95,95,3.5,3865.1,644.2,13,-
26,65,deploy,1,11,8,204,95,95,4.3,4829.9,690.0,16,-
27,67,remove,4,10,8,191,9,0,3.6,4328.700000000001,721.5,15,-
28,71,remove,11,6,7,144,43,0,3.0,3715.8,743.2,13,-
29,75,create,5,12,6,135,143,143,3.0,3715.8,743.2,13,-
30,75,deploy,4,12,6,135,143,143,3.5,4154.7,692.4,14,-
31,77,create,10,13,7,155,45,45,3.5,4154.7,692.4,14,-
32,77,deploy,11,13,7,155,45,45,4.2,4574.8,653.5,15,-
33,94,remove,11,4,6,128,73,0,3.7,4389.8,731.6,15,-
34,96,create,5,14,5,125,205,205,3.7,4389.8,731.6,15,-
35,96,deploy,4,14,5,125,205,205,4.1,4529.0,647.0,15,-
36,101,create,5,15,4,78,247,247,4.1,4529.0,647.0,15,-
37,101,deploy,1,15,4,78,247,247,4.5,4821.0,602.6,16,-
38,102,create,5,16,6,135,12,12,4.5,4821.0,602.6,16,-
39,102,deploy,1,16,6,135,12,12,5.0,5298.400000000001,588.7,17,-
40,105,create,10,17,10,224,20,20,5.0,5298.400000000001,588.7,17,-
41,105,deploy,11,17,10,224,20,20,5.9,6085.5,608.5,19,-
42,114,remove,1,16,6,135,12,0,5.3,5608.1,623.1,18,-
43,117,remove,4,1,9,209,107,0,4.5,4965.200000000001,620.7,16,-
44,122,remove,11,13,7,155,45,0,3.9,4587.6,655.4,15,-
45,125,create,9,18,8,182,9,9,3.9,4587.6,655.4,15,-
46,125,remove,11,17,10,224,20,0,3.0,3390.3,565.1,11,-
47,125,deploy,6,18,8,182,9,9,3.7,4044.7000000000003,577.8,13,-
48,127,create,9,19,5,115,115,115,3.7,4044.7000000000003,577.8,13,-
49,127,deploy,6,19,5,115,115,115,4.2,4666.3,583.3,15,-
50,129,create,5,20,9,194,115,115,4.2,4666.3,583.3,15,-
51,129,deploy,1,20,9,194,115,115,5.0,5414.9,601.7,17,-
52,131,create,5,21,7,157,1,1,5.0,5414.9,601.7,17,-
53,131,deploy,1,21,7,157,1,1,5.6,6040.8,604.1,19,-
54,132,create,7,22,9,173,141,141,5.6,6040.8,604.1,19,-
55,132,remove,1,21,7,157,1,0,5.0,5374.1,597.1,17,-
56,132,deploy,6,22,9,173,141,141,5.6,5977.0,597.7,19,-
57,133,create,7,23,7,134,13,13,5.6,5977.0,597.7,19,-
58,133,deploy,6,23,7,134,13,13,6.2,6372.900000000001,579.4,20,-
59,134,remove,6,18,8,182,9,0,5.5,5760.0,576.0,18,-
60,136,create,9,24,7,160,281,281,5.5,5760.0,576.0,18,-
61,136,deploy,6,24,7,160,281,281,6.1,6348.400000000001,577.1,20,-
62,139,create,5,25,10,198,434,434,6.1,6348.400000000001,577.1,20,-
63,139,deploy,4,25,10,198,434,434,6.9,6773.900000000001,564.5,21,-
64,140,create,9,26,8,172,188,188,6.9,6773.900000000001,564.5,21,-
65,140,create,5,27,9,208,64,64,6.9,6773.900000000001,564.5,21,-
66,140,deploy,11,26,8,172,188,188,7.6,7418.000000000001,570.6,23,-
67,140,deploy,1,27,9,208,64,64,8.4,8141.500000000001,581.5,25,-
68,146,create,7,28,5,122,266,266,8.4,8141.500000000001,581.5,25,-
69,146,remove,6,23,7,134,13,0,7.9,7703.900000000001,592.6,24,-
70,146,deploy,11,28,5,122,266,266,8.3,8249.9,589.3,26,-
71,151,create,7,29,7,145,84,84,8.3,8249.9,589.3,26,-
72,151,drop,-,29,7,145,84,84,8.3,8249.9,589.3,26,-
73,158,create,7,30,10,238,490,490,8.3,8249.9,589.3,26,-
74,158,deploy,6,30,10,238,490,490,9.3,9008.4,600.6,28,-
75,160,remove,1,11,8,204,95,0,8.5,8330.199999999999,595.0,26,-
76,162,create,10,31,9,214,731,731,8.5,8330.199999999999,595.0,26,-
77,162,deploy,11,31,9,214,731,731,9.3,9063.699999999999,604.2,28,-
78,172,remove,4,5,4,90,148,0,9.0,8963.5,640.2,28,-
79,174,create,5,32,6,129,43,43,9.0,8963.5,640.2,28,-
80,174,deploy,4,32,6,129,43,43,9.5,9312.3,620.8,29,-
81,175,create,5,33,9,212,261,261,9.5,9312.3,620.8,29,-
82,175,drop,-,33,9,212,261,261,9.5,9312.3,620.8,29,-
83,178,create,5,34,7,152,56,56,9.5,9312.3,620.8,29,-
84,178,deploy,1,34,7,152,56,56,10.1,9727.4,608.0,30,-
85,181,create,9,35,5,106,35,35,10.1,9727.4,608.0,30,-
86,181,deploy,11,35,5,106,35,35,10.5,10050.6,591.2,31,-
87,182,create,9,36,8,178,90,90,10.5,10050.6,591.2,31,-
88,182,drop,-,36,8,178,90,90,10.5,10050.6,591.2,31,-
89,184,create,10,37,8,176,52,52,10.5,10050.6,591.2,31,-
90,184,drop,-,37,8,176,52,52,10.5,10050.6,591.2,31,-
91,185,create,9,38,5,114,98,98,10.5,10050.6,591.2,31,-
92,185,drop,-,38,5,114,98,98,10.5,10050.6,591.2,31,-
93,186,create,5,39,7,144,2,2,10.5,10050.6,591.2,31,-
94,186,drop,-,39,7,144,2,2,10.5,10050.6,591.2,31,-
95,187,create,7,40,10,209,23,23,10.5,10050.6,591.2,31,-
96,187,drop,-,40,10,209,23,23,10.5,10050.6,591.2,31,-
97,188,create,9,41,7,158,227,227,10.5,10050.6,591.2,31,-
98,188,drop,-,41,7,158,227,227,10.5,10050.6,591.2,31,-
99,189,create,10,42,6,135,257,257,10.5,10050.6,591.2,31,-
100,189,drop,-,42,6,135,257,257,10.5,10050.6,591.2,31,-
101,190,create,9,43,7,164,243,243,10.5,10050.6,591.2,31,-
102,190,drop,-,43,7,164,243,243,10.5,10050.6,591.2,31,-
103,196,create,9,44,5,107,95,95,10.5,10050.6,591.2,31,-
104,196,drop,-,44,5,107,95,95,10.5,10050.6,591.2,31,-
105,197,create,10,45,5,123,136,136,10.5,10050.6,591.2,31,-
106,197,drop,-,45,5,123,136,136,10.5,10050.6,591.2,31,-
107,198,create,5,46,5,105,21,21,10.5,10050.6,591.2,31,-
108,198,drop,-,46,5,105,21,21,10.5,10050.6,591.2,31,-
109,199,create,7,47,10,199,39,39,10.5,10050.6,591.2,31,-
110,199,create,9,48,10,251,30,30,10.5,10050.6,591.2,31,-
111,199,create,5,49,7,153,74,74,10.5,10050.6,591.2,31,-
112,199,drop,-,47,10,199,39,39,10.5,10050.6,591.2,31,-
113,199,drop,-,48,10,251,30,30,10.5,10050.6,591.2,31,-
114,199,drop,-,49,7,153,74,74,10.5,10050.6,591.2,31,-
115,203,create,7,50,8,167,41,41,10.5,10050.6,591.2,31,-
116,203,drop,-,50,8,167,41,41,10.5,10050.6,591.2,31,-
117,204,remove,1,27,9,208,64,0,9.7,9614.0,600.9,30,-
118,208,create,5,51,10,214,24,24,9.7,9614.0,600.9,30,-
119,208,deploy,1,51,10,214,24,24,10.5,10057.3,591.6,31,-
120,210,create,5,52,5,112,161,161,10.5,10057.3,591.6,31,-
121,210,drop,-,52,5,112,161,161,10.5,10057.3,591.6,31,-
122,211,create,5,53,8,185,150,150,10.5,10057.3,591.6,31,-
123,211,drop,-,53,8,185,150,150,10.5,10057.3,591.6,31,-
124,214,create,10,54,8,173,205,205,10.5,10057.3,591.6,31,-
125,214,create,5,55,8,152,117,117,10.5,10057.3,591.6,31,-
126,214,drop,-,54,8,173,205,205,10.5,10057.3,591.6,31,-
127,214,drop,-,55,8,152,117,117,10.5,10057.3,591.6,31,-
128,216,remove,11,35,5,106,35,0,10.1,9691.599999999999,605.7,30,-
129,217,remove,4,32,6,129,43,0,9.6,9342.8,622.9,29,-
130,218,remove,4,12,6,135,143,0,9.1,9192.599999999999,656.6,29,-
131,221,create,5,56,5,114,31,31,9.1,9192.599999999999,656.6,29,-
132,221,deploy,4,56,5,114,31,31,9.5,9319.5,621.3,29,-
133,223,create,5,57,9,210,167,167,9.5,9319.5,621.3,29,-
134,223,drop,-,57,9,210,167,167,9.5,9319.5,621.3,29,-
135,226,create,5,58,8,186,175,175,9.5,9319.5,621.3,29,-
136,226,drop,-,58,8,186,175,175,9.5,9319.5,621.3,29,-
137,227,create,5,59,4,89,2,2,9.5,9319.5,621.3,29,-
138,227,drop,-,59,4,89,2,2,9.5,9319.5,621.3,29,-
139,228,create,9,60,8,184,202,202,9.5,9319.5,621.3,29,-
140,228,drop,-,60,8,184,202,202,9.5,9319.5,621.3,29,-
141,231,create,7,61,10,197,121,121,9.5,9319.5,621.3,29,-
142,231,create,9,62,10,233,26,26,9.5,9319.5,621.3,29,-
143,231,drop,-,61,10,197,121,121,9.5,9319.5,621.3,29,-
144,231,deploy,11,62,10,233,26,26,10.4,10279.3,642.5,32,-
145,232,remove,1,51,10,214,24,0,9.6,9754.4,650.3,31,-
146,233,create,10,63,8,189,272,272,9.6,9754.4,650.3,31,-
147,233,create,5,64,9,220,19,19,9.6,9754.4,650.3,31,-
148,233,deploy,1,63,8,189,272,272,10.3,10251.5,640.7,32,-
149,233,drop,-,64,9,220,19,19,10.3,10251.5,640.7,32,-
150,234,remove,1,34,7,152,56,0,9.7,9754.6,650.3,31,-
151,234,create,9,65,5,112,621,621,9.7,9754.6,650.3,31,-
152,234,deploy,1,65,5,112,621,621,10.2,10206.9,637.9,32,-
153,235,create,10,66,9,192,159,159,10.2,10206.9,637.9,32,-
154,235,drop,-,66,9,192,159,159,10.2,10206.9,637.9,32,-
155,236,create,5,67,7,175,129,129,10.2,10206.9,637.9,32,-
156,236,drop,-,67,7,175,129,129,10.2,10206.9,637.9,32,-
157,237,create,10,68,4,87,101,101,10.2,10206.9,637.9,32,-
158,237,create,5,69,7,153,80,80,10.2,10206.9,637.9,32,-
159,237,drop,-,68,4,87,101,101,10.2,10206.9,637.9,32,-
160,237,drop,-,69,7,153,80,80,10.2,10206.9,637.9,32,-
161,238,create,7,70,8,176,273,273,10.2,10206.9,637.9,32,-
162,238,drop,-,70,8,176,273,273,10.2,10206.9,637.9,32,-
163,239,remove,4,8,6,127,206,0,9.7,9860.300000000001,657.4,31,-
164,240,create,9,71,5,109,70,70,9.7,9860.300000000001,657.4,31,-
165,240,deploy,4,71,5,109,70,70,10.1,10186.800000000001,636.7,32,-
166,241,create,5,72,7,169,388,388,10.1,10186.800000000001,636.7,32,-
167,241,drop,-,72,7,169,388,388,10.1,10186.800000000001,636.7,32,-
168,242,remove,6,19,5,115,115,0,9.6,9812.0,654.1,31,-
169,242,create,7,73,7,155,195,195,9.6,9812.0,654.1,31,-
170,242,create,5,74,5,119,3,3,9.6,9812.0,654.1,31,-
171,242,deploy,6,73,7,155,195,195,10.3,10231.300000000001,639.5,32,-
