id,time,action,Ingress/DC,SFC,n_VNFs,demand,TTL,remain,util,power,P_per_sfc,active_server,failDetail
1,1,create,7,1,4,107,37,37,0.0,0,0.0,0,-
2,1,remap,-,-,-,-,-,-,-,-,-,-,-
3,1,remap_successfully,-,-,-,-,-,-,0.0,0,0.0,0,-
4,1,deploy,2,1,4,107,37,37,0.4,572.6,572.6,2,-
5,17,create,5,2,9,203,41,41,0.4,572.6,572.6,2,-
6,17,create,10,3,6,135,127,127,0.4,572.6,572.6,2,-
7,17,remap,-,-,-,-,-,-,-,-,-,-,-
8,17,interrupt,-,1,4,107,37,21,0.0,-,-,-,-
9,17,redeploy,2,1,4,107,37,21,0.4,572.6,572.6,2,-
10,17,remap_successfully,-,-,-,-,-,-,0.4,572.6,572.6,2,-
11,17,deploy,2,2,9,203,41,41,1.2,1208.9,604.5,4,-
12,17,remap,-,-,-,-,-,-,-,-,-,-,-
13,17,interrupt,-,1,4,107,37,21,0.8,-,-,-,-
14,17,interrupt,-,2,9,203,41,41,0.0,-,-,-,-
15,17,redeploy,2,2,9,203,41,41,0.8,884.6,884.6,3,-
16,17,redeploy,2,1,4,107,37,21,1.2,1208.9,604.5,4,-
17,17,remap_successfully,-,-,-,-,-,-,1.2,1208.9,604.5,4,-
18,17,deploy,2,3,6,135,127,127,1.8,1564.3,521.4,5,-
19,21,create,5,4,5,123,85,85,1.8,1564.3,521.4,5,-
20,21,remap,-,-,-,-,-,-,-,-,-,-,-
21,21,interrupt,-,2,9,203,41,37,1.0,-,-,-,-
22,21,interrupt,-,1,4,107,37,17,0.5,-,-,-,-
23,21,interrupt,-,3,6,135,127,123,0.0,-,-,-,-
24,21,redeploy,2,2,9,203,41,37,0.8,884.6,884.6,3,-
25,21,redeploy,2,3,6,135,127,123,1.4,1240.0,620.0,4,-
26,21,redeploy,2,1,4,107,37,17,1.8,1564.3,521.4,5,-
27,21,remap_successfully,-,-,-,-,-,-,1.8,1564.3,521.4,5,-
28,21,deploy,2,4,5,123,85,85,2.3,2154.7,538.7,7,-
29,24,create,9,5,4,84,76,76,2.3,2154.7,538.7,7,-
30,24,remap,-,-,-,-,-,-,-,-,-,-,-
31,24,interrupt,-,2,9,203,41,34,1.5,-,-,-,-
32,24,interrupt,-,3,6,135,127,120,0.9,-,-,-,-
33,24,interrupt,-,1,4,107,37,14,0.5,-,-,-,-
34,24,interrupt,-,4,5,123,85,82,0.0,-,-,-,-
35,24,redeploy,2,2,9,203,41,34,0.8,884.6,884.6,3,-
36,24,redeploy,2,3,6,135,127,120,1.4,1240.0,620.0,4,-
37,24,redeploy,2,4,5,123,85,82,1.8,1582.1,527.4,5,-
38,24,redeploy,2,1,4,107,37,14,2.3,2154.7,538.7,7,-
39,24,remap_successfully,-,-,-,-,-,-,2.3,2154.7,538.7,7,-
40,24,deploy,2,5,4,84,76,76,2.6,2248.2,449.6,7,-
41,28,create,5,6,10,196,111,111,2.6,2248.2,449.6,7,-
42,28,remap,-,-,-,-,-,-,-,-,-,-,-
43,28,interrupt,-,2,9,203,41,30,1.8,-,-,-,-
44,28,interrupt,-,3,6,135,127,116,1.3,-,-,-,-
45,28,interrupt,-,4,5,123,85,78,0.8,-,-,-,-
46,28,interrupt,-,1,4,107,37,10,0.3,-,-,-,-
47,28,interrupt,-,5,4,84,76,72,0.0,-,-,-,-
48,28,redeploy,2,2,9,203,41,30,0.8,884.6,884.6,3,-
49,28,redeploy,2,3,6,135,127,116,1.4,1240.0,620.0,4,-
50,28,redeploy,2,4,5,123,85,78,1.8,1582.1,527.4,5,-
51,28,redeploy,2,1,4,107,37,10,2.3,2154.7,538.7,7,-
52,28,redeploy,2,5,4,84,76,72,2.6,2248.2,449.6,7,-
53,28,remap_successfully,-,-,-,-,-,-,2.6,2248.2,449.6,7,-
54,28,deploy,2,6,10,196,111,111,3.4,3081.8,513.6,10,-
55,30,create,7,7,7,153,97,97,3.4,3081.8,513.6,10,-
56,30,remap,-,-,-,-,-,-,-,-,-,-,-
57,30,interrupt,-,2,9,203,41,28,2.6,-,-,-,-
58,30,interrupt,-,3,6,135,127,114,2.0,-,-,-,-
59,30,interrupt,-,4,5,123,85,76,1.5,-,-,-,-
60,30,interrupt,-,1,4,107,37,8,1.1,-,-,-,-
61,30,interrupt,-,5,4,84,76,70,0.8,-,-,-,-
62,30,interrupt,-,6,10,196,111,109,0.0,-,-,-,-
63,30,redeploy,2,6,10,196,111,109,0.8,876.8,876.8,3,-
64,30,redeploy,2,2,9,203,41,28,1.6,1513.1,756.5,5,-
65,30,redeploy,2,3,6,135,127,114,2.1,1955.1,651.7,6,-
66,30,redeploy,2,4,5,123,85,76,2.6,2502.4,625.6,8,-
67,30,redeploy,2,1,4,107,37,8,3.1,2826.6,565.3,9,-
68,30,redeploy,2,5,4,84,76,70,3.4,2920.1,486.7,9,-
69,30,remap_successfully,-,-,-,-,-,-,3.4,2920.1,486.7,9,-
70,30,drop,-,7,7,153,97,97,3.4,2920.1,486.7,9,-
71,34,create,9,8,7,167,84,84,3.4,2920.1,486.7,9,-
72,34,remap,-,-,-,-,-,-,-,-,-,-,-
73,34,interrupt,-,6,10,196,111,105,2.6,-,-,-,-
74,34,interrupt,-,2,9,203,41,24,1.8,-,-,-,-
75,34,interrupt,-,3,6,135,127,110,1.3,-,-,-,-
76,34,interrupt,-,4,5,123,85,72,0.8,-,-,-,-
77,34,interrupt,-,1,4,107,37,4,0.3,-,-,-,-
78,34,interrupt,-,5,4,84,76,66,0.0,-,-,-,-
79,34,redeploy,2,6,10,196,111,105,0.8,876.8,876.8,3,-
80,34,redeploy,2,2,9,203,41,24,1.6,1513.1,756.5,5,-
81,34,redeploy,2,3,6,135,127,110,2.1,1955.1,651.7,6,-
82,34,redeploy,2,4,5,123,85,72,2.6,2502.4,625.6,8,-
83,34,redeploy,2,1,4,107,37,4,3.1,2826.6,565.3,9,-
84,34,redeploy,2,5,4,84,76,66,3.4,2920.1,486.7,9,-
85,34,remap_successfully,-,-,-,-,-,-,3.4,2920.1,486.7,9,-
86,34,deploy,2,8,7,167,84,84,4.1,3559.6,508.5,11,-
87,38,remove,2,1,4,107,37,0,3.6,3397.1,566.2,11,-
88,56,create,7,9,6,134,380,380,3.6,3397.1,566.2,11,-
89,56,remap,-,-,-,-,-,-,-,-,-,-,-
90,56,interrupt,-,6,10,196,111,83,2.8,-,-,-,-
