id,time,action,Ingress/DC,SFC,n_VNFs,demand,TTL,remain,util,power,P_per_sfc,active_server,failDetail
1,1,create,9,1,4,85,65,65,0.0,0,0.0,0,-
2,1,remap,-,-,-,-,-,-,-,-,-,-,-
3,1,remap_successfully,-,-,-,-,-,-,0.0,0,0.0,0,-
4,1,deploy,2,1,4,85,65,65,0.3,299.7,299.7,1,-
5,11,create,10,2,7,162,414,414,0.3,299.7,299.7,1,-
6,11,remap,-,-,-,-,-,-,-,-,-,-,-
7,11,interrupt,-,1,4,85,65,55,0.0,-,-,-,-
8,11,redeploy,2,1,4,85,65,55,0.3,299.7,299.7,1,-
9,11,remap_successfully,-,-,-,-,-,-,0.3,299.7,299.7,1,-
10,11,deploy,2,2,7,162,414,414,1.0,933.5,466.8,3,-
11,16,create,5,3,10,231,26,26,1.0,933.5,466.8,3,-
12,16,remap,-,-,-,-,-,-,-,-,-,-,-
13,16,interrupt,-,1,4,85,65,50,0.6,-,-,-,-
14,16,interrupt,-,2,7,162,414,409,0.0,-,-,-,-
15,16,redeploy,2,2,7,162,414,409,0.6,633.8,633.8,2,-
16,16,redeploy,2,1,4,85,65,50,1.0,933.5,466.8,3,-
17,16,remap_successfully,-,-,-,-,-,-,1.0,933.5,466.8,3,-
18,16,deploy,2,3,10,231,26,26,1.9,1849.3,616.4,6,-
19,22,create,10,4,7,167,30,30,1.9,1849.3,616.4,6,-
20,22,remap,-,-,-,-,-,-,-,-,-,-,-
21,22,interrupt,-,2,7,162,414,403,1.3,-,-,-,-
22,22,interrupt,-,1,4,85,65,44,0.9,-,-,-,-
23,22,interrupt,-,3,10,231,26,20,0.0,-,-,-,-
24,22,redeploy,2,3,10,231,26,20,0.9,915.8,915.8,3,-
25,22,redeploy,2,2,7,162,414,403,1.6,1549.6,774.8,5,-
26,22,redeploy,2,1,4,85,65,44,1.9,1849.3,616.4,6,-
27,22,remap_successfully,-,-,-,-,-,-,1.9,1849.3,616.4,6,-
28,22,deploy,2,4,7,167,30,30,2.6,2488.7,622.2,8,-
29,24,create,10,5,10,246,102,102,2.6,2488.7,622.2,8,-
30,24,remap,-,-,-,-,-,-,-,-,-,-,-
31,24,interrupt,-,3,10,231,26,18,1.7,-,-,-,-
32,24,interrupt,-,2,7,162,414,401,1.0,-,-,-,-
33,24,interrupt,-,1,4,85,65,42,0.7,-,-,-,-
34,24,interrupt,-,4,7,167,30,28,0.0,-,-,-,-
35,24,redeploy,2,3,10,231,26,18,0.9,915.8,915.8,3,-
36,24,redeploy,2,2,7,162,414,401,1.6,1549.6,774.8,5,-
37,24,redeploy,2,4,7,167,30,28,2.2,2189.0,729.7,7,-
38,24,redeploy,2,1,4,85,65,42,2.6,2488.7,622.2,8,-
39,24,remap_successfully,-,-,-,-,-,-,2.6,2488.7,622.2,8,-
40,24,deploy,2,5,10,246,102,102,3.6,3421.2,684.2,11,-
41,26,create,5,6,6,132,131,131,3.6,3421.2,684.2,11,-
42,26,remap,-,-,-,-,-,-,-,-,-,-,-
43,26,interrupt,-,3,10,231,26,16,2.6,-,-,-,-
44,26,interrupt,-,2,7,162,414,399,2.0,-,-,-,-
45,26,interrupt,-,4,7,167,30,26,1.3,-,-,-,-
46,26,interrupt,-,1,4,85,65,40,1.0,-,-,-,-
47,26,interrupt,-,5,10,246,102,100,0.0,-,-,-,-
48,26,redeploy,2,3,10,231,26,16,0.9,915.8,915.8,3,-
49,26,redeploy,2,5,10,246,102,100,1.9,1848.3,924.1,6,-
50,26,redeploy,2,2,7,162,414,399,2.6,2482.1,827.4,8,-
51,26,redeploy,2,4,7,167,30,26,3.2,3121.5,780.4,10,-
52,26,redeploy,2,1,4,85,65,40,3.6,3421.2,684.2,11,-
53,26,remap_successfully,-,-,-,-,-,-,3.6,3421.2,684.2,11,-
54,26,deploy,2,6,6,132,131,131,4.1,4021.6,670.3,13,-
55,29,create,10,7,8,198,167,167,4.1,4021.6,670.3,13,-
56,29,remap,-,-,-,-,-,-,-,-,-,-,-
57,29,interrupt,-,3,10,231,26,13,3.2,-,-,-,-
58,29,interrupt,-,5,10,246,102,97,2.2,-,-,-,-
59,29,interrupt,-,2,7,162,414,396,1.5,-,-,-,-
60,29,interrupt,-,4,7,167,30,23,0.9,-,-,-,-
61,29,interrupt,-,1,4,85,65,37,0.5,-,-,-,-
62,29,interrupt,-,6,6,132,131,128,0.0,-,-,-,-
63,29,redeploy,2,3,10,231,26,13,0.9,915.8,915.8,3,-
64,29,redeploy,2,5,10,246,102,97,1.9,1848.3,924.1,6,-
65,29,redeploy,2,2,7,162,414,396,2.6,2482.1,827.4,8,-
66,29,redeploy,2,4,7,167,30,23,3.2,3121.5,780.4,10,-
67,29,redeploy,2,6,6,132,131,128,3.8,3721.9,744.4,12,-
68,29,redeploy,2,1,4,85,65,37,4.1,4021.6,670.3,13,-
69,29,remap_successfully,-,-,-,-,-,-,4.1,4021.6,670.3,13,-
70,29,deploy,2,7,8,198,167,167,4.9,4652.3,664.6,15,-
71,36,create,9,8,8,173,15,15,4.9,4652.3,664.6,15,-
72,36,remap,-,-,-,-,-,-,-,-,-,-,-
73,36,interrupt,-,3,10,231,26,6,4.0,-,-,-,-
74,36,interrupt,-,5,10,246,102,90,3.0,-,-,-,-
75,36,interrupt,-,2,7,162,414,389,2.3,-,-,-,-
76,36,interrupt,-,4,7,167,30,16,1.7,-,-,-,-
77,36,interrupt,-,6,6,132,131,121,1.1,-,-,-,-
78,36,interrupt,-,1,4,85,65,30,0.8,-,-,-,-
79,36,interrupt,-,7,8,198,167,160,0.0,-,-,-,-
80,36,redeploy,2,3,10,231,26,6,0.9,915.8,915.8,3,-
81,36,redeploy,2,5,10,246,102,90,1.9,1848.3,924.1,6,-
82,36,redeploy,2,7,8,198,167,160,2.7,2770.7,923.6,9,-
83,36,redeploy,2,2,7,162,414,389,3.3,3404.5,851.1,11,-
84,36,redeploy,2,4,7,167,30,16,4.0,4000.7,800.1,13,-
85,36,redeploy,2,6,6,132,131,121,4.5,4557.9,759.6,15,-
86,36,redeploy,2,1,4,85,65,30,4.9,4857.6,693.9,16,-
87,36,remap_successfully,-,-,-,-,-,-,4.9,4857.6,693.9,16,-
88,36,deploy,2,8,8,173,15,15,5.6,5460.5,682.6,18,-
89,38,create,7,9,6,111,178,178,5.6,5460.5,682.6,18,-
90,38,remap,-,-,-,-,-,-,-,-,-,-,-
91,38,interrupt,-,3,10,231,26,4,4.7,-,-,-,-
92,38,interrupt,-,5,10,246,102,88,3.7,-,-,-,-
93,38,interrupt,-,7,8,198,167,158,2.9,-,-,-,-
94,38,interrupt,-,2,7,162,414,387,2.2,-,-,-,-
95,38,interrupt,-,4,7,167,30,14,1.6,-,-,-,-
96,38,interrupt,-,6,6,132,131,119,1.0,-,-,-,-
97,38,interrupt,-,1,4,85,65,28,0.7,-,-,-,-
98,38,interrupt,-,8,8,173,15,13,0.0,-,-,-,-
99,38,redeploy,2,3,10,231,26,4,0.9,915.8,915.8,3,-
100,38,redeploy,2,5,10,246,102,88,1.9,1848.3,924.1,6,-
101,38,redeploy,2,7,8,198,167,158,2.7,2770.7,923.6,9,-
102,38,redeploy,2,8,8,173,15,13,3.4,3416.9,854.2,11,-
103,38,redeploy,2,2,7,162,414,387,4.0,4007.5,801.5,13,-
104,38,redeploy,2,4,7,167,30,14,4.7,4603.6,767.3,15,-
105,38,redeploy,2,6,6,132,131,119,5.2,5160.9,737.3,17,-
106,38,redeploy,2,1,4,85,65,28,5.6,5460.6,682.6,18,-
107,38,remap_successfully,-,-,-,-,-,-,5.6,5460.6,682.6,18,-
108,38,drop,-,9,6,111,178,178,5.6,5460.6,682.6,18,-
109,42,remove,2,3,10,231,26,0,4.7,4955.0,707.9,17,-
110,43,create,7,10,10,221,163,163,4.7,4955.0,707.9,17,-
111,43,remap,-,-,-,-,-,-,-,-,-,-,-
112,43,interrupt,-,5,10,246,102,83,3.7,-,-,-,-
113,43,interrupt,-,7,8,198,167,153,2.9,-,-,-,-
114,43,interrupt,-,8,8,173,15,8,2.2,-,-,-,-
115,43,interrupt,-,2,7,162,414,382,1.5,-,-,-,-
116,43,interrupt,-,4,7,167,30,9,0.9,-,-,-,-
117,43,interrupt,-,6,6,132,131,114,0.3,-,-,-,-
